dataset,shift_mode,severity,method,coverage_mean,coverage_sd,coverage_gap_mean,coverage_deficit_mean,width_mean,interval_score_mean,infinite_fraction_mean,ess_ratio_mean,weight_cv_mean,max_normalized_weight_mean,shift_auc_mean,mmd2_mean,log_weight_rmse_mean,log_weight_mae_mean,log_weight_corr_mean,target_unlabeled_unique_fraction_mean,target_test_unique_fraction_mean,n_reps,coverage_se,coverage_ci95_low,coverage_ci95_high
ccpp,radial,0.0,CQR-GBR,0.9014200000000001,0.010874576821772463,0.008899999999999946,0.003739999999999975,0.7921989838541397,1.012168927337139,0.0,1.0,0.0,0.00041806020066879993,,0.00301525058302669,,,,0.86575,0.7041000000000001,20,0.002431629300002684,0.8963305413836905,0.9065094586163097
ccpp,radial,0.0,Estimated-WCP-Primary,0.8987400000000001,0.01061579756281822,0.009139999999999964,0.005199999999999985,0.8257253286308528,1.0857720555076464,0.0,0.9927105873972468,0.08233716195484457,0.000549398043765115,0.50373002090301,0.00301525058302669,0.08234355418790994,0.06680669568217701,,0.86575,0.7041000000000001,20,0.0023737644985838136,0.8937716538049637,0.9037083461950365
ccpp,radial,0.0,Estimated-WCP-Sensitivity,0.8984400000000001,0.010697682975889253,0.009199999999999955,0.00537999999999998,0.825291909292037,1.085782362857541,0.0,0.995745583598351,0.06199911437019088,0.000504675765183965,0.5030702884615385,0.00301525058302669,0.06200927069788229,0.05094866248426919,,0.86575,0.7041000000000001,20,0.002392074633583061,0.8934333302519708,0.9034466697480295
ccpp,radial,0.0,Oracle-WCP-Ridge,0.8977,0.010547037498748149,0.008819999999999956,0.00555999999999998,0.8241095834315264,1.0857768430906645,0.0,1.0,0.0,0.00041806020066879993,,0.00301525058302669,0.0,0.0,1.0,0.86575,0.7041000000000001,20,0.0023583892808440214,0.8927638345055348,0.9026361654944653
ccpp,radial,0.0,SCP-Ridge,0.8977,0.010547037498748149,0.008819999999999956,0.00555999999999998,0.8241095834315264,1.0857768430906645,0.0,1.0,0.0,0.00041806020066879993,,0.00301525058302669,,,,0.86575,0.7041000000000001,20,0.0023583892808440214,0.8927638345055348,0.9026361654944653
ccpp,radial,1.0,CQR-GBR,0.90664,0.013045281461932966,0.011119999999999955,0.00223999999999999,0.8280482116618266,1.0186534200034614,0.0,1.0,0.0,0.00041806020066879993,,0.045177726415372675,,,,0.67465,0.49652,20,0.0029170136134499948,0.9005346203400126,0.9127453796599874
ccpp,radial,1.0,Estimated-WCP-Primary,0.8772399999999999,0.013997834418975381,0.022799999999999956,0.02277999999999996,0.8334707940457771,1.160513803620968,0.0,0.9144212379776301,0.3027046761145418,0.001083708851814185,0.5988107316053511,0.045177726415372675,1.1083719347065897,0.9455610383503738,0.24427034245783838,0.67465,0.49652,20,0.0031300109298615223,0.8706888118332389,0.8837911881667609
ccpp,radial,1.0,Estimated-WCP-Sensitivity,0.8762399999999999,0.013825620762688522,0.023759999999999976,0.023759999999999976,0.8318670061126975,1.160869939370523,0.0,0.9604355252409864,0.1994916132168611,0.000777918239938105,0.5889474289297658,0.045177726415372675,1.127451431804728,0.9635060239298493,0.20046254232082378,0.67465,0.49652,20,0.0030915027856504023,0.8697694103053634,0.8827105896946364
ccpp,radial,1.0,Oracle-WCP-Ridge,0.89842,0.014890745978273695,0.011819999999999959,0.006699999999999995,0.8847132360692012,1.1554472163759577,0.0,0.2587582803940323,1.6936667178239493,0.00457986869690538,,0.045177726415372675,0.0,0.0,1.0,0.67465,0.49652,20,0.0033296720243101586,0.8914509163598284,0.9053890836401716
ccpp,radial,1.0,SCP-Ridge,0.8728,0.013333614032133005,0.02719999999999998,0.02719999999999998,0.8241095834315264,1.162677057308593,0.0,1.0,0.0,0.00041806020066879993,,0.045177726415372675,,,,0.67465,0.49652,20,0.0029814867361594465,0.866559676543319,0.879040323456681
ccpp,radial,2.0,CQR-GBR,0.92508,0.016506253998186005,0.025599999999999946,0.000259999999999995,0.8470790759921959,0.979055076669386,0.0,1.0,0.0,0.00041806020066879993,,0.11576144862214668,,,,0.3343,0.215,20,0.0036909105993821593,0.9173548353328226,0.9328051646671774
ccpp,radial,2.0,Estimated-WCP-Primary,0.8816,0.019117806524698085,0.020959999999999954,0.01967999999999997,0.8417502117138109,1.1639667528111426,0.0,0.7081254838528801,0.6428804637972569,0.002501233609026005,0.6879453595317726,0.11576144862214668,3.077701538898057,2.7446181310668427,0.236033963846246,0.3343,0.215,20,0.004274871496991393,0.8726525911272927,0.8905474088727074
ccpp,radial,2.0,Estimated-WCP-Sensitivity,0.88034,0.019499106592219467,0.022099999999999963,0.02087999999999998,0.8376123282044906,1.1646376963869007,0.0,0.874915003877893,0.3769585966703458,0.00126818067601875,0.6796155016722408,0.11576144862214668,3.166839951518329,2.8312160170924585,0.18961460803007577,0.3343,0.215,20,0.0043601327840717,0.8712141372025237,0.8894658627974763
ccpp,radial,2.0,Oracle-WCP-Ridge,0.9039400000000001,0.026048464951236368,0.02105999999999996,0.008559999999999995,0.9172772520547439,1.168390485631884,0.0,0.054602504516228376,4.1693151438275535,0.013024816589420646,,0.11576144862214668,0.0,0.0,1.0,0.3343,0.215,20,0.005824613834048526,0.8917489431376971,0.916131056862303
ccpp,radial,2.0,SCP-Ridge,0.8751,0.02054699363333773,0.026099999999999977,0.025499999999999984,0.8241095834315264,1.1673971851704765,0.0,1.0,0.0,0.00041806020066879993,,0.11576144862214668,,,,0.3343,0.215,20,0.0045944474497398545,0.8654837109709795,0.8847162890290204
superconductivity,radial,0.0,CQR-GBR,0.90114,0.010975398326304729,0.00869999999999994,0.00377999999999998,1.361489005060084,1.5519868932609688,0.0,1.0,0.0,0.0001881467544684,,0.00309969373401586,,,,0.93955,0.84802,20,0.002454173673775479,0.8960033554670923,0.9062766445329078
superconductivity,radial,0.0,Estimated-WCP-Primary,0.89502,0.011764335040594886,0.00961999999999996,0.00729999999999999,1.6806106117821842,2.269666804118601,0.0,0.9130969724909216,0.30608728196290563,0.000788236729803215,0.5060248109125117,0.00309969373401586,0.28661905363377943,0.20991969202183597,,0.93955,0.84802,20,0.0026305852860852913,0.889514121719051,0.9005258782809491
superconductivity,radial,0.0,Estimated-WCP-Sensitivity,0.89548,0.011926864854736888,0.00991999999999995,0.007219999999999981,1.6837214298101828,2.269632263207551,0.0,0.961136412371439,0.1994221920184039,0.00046462000014533503,0.5050433565380997,0.00309969373401586,0.1942115589501234,0.14368718035966627,,0.93955,0.84802,20,0.0026669280573644832,0.8898980554245598,0.9010619445754403
superconductivity,radial,0.0,Oracle-WCP-Ridge,0.89768,0.009539811318888862,0.0074399999999999605,0.00487999999999998,1.69226195994571,2.268266291914085,0.0,1.0,0.0,0.0001881467544684,,0.00309969373401586,0.0,0.0,1.0,0.93955,0.84802,20,0.002133166660155742,0.8932152308682322,0.9021447691317679
superconductivity,radial,0.0,SCP-Ridge,0.89768,0.009539811318888862,0.0074399999999999605,0.00487999999999998,1.69226195994571,2.268266291914085,0.0,1.0,0.0,0.0001881467544684,,0.00309969373401586,,,,0.93955,0.84802,20,0.002133166660155742,0.8932152308682322,0.9021447691317679
superconductivity,radial,1.0,CQR-GBR,0.9094200000000001,0.014353418811521801,0.014019999999999935,0.0023,0.8616644807811229,1.0667941512280208,0.0,1.0,0.0,0.0001881467544684,,0.10573952410936487,,,,0.7653000000000001,0.60714,20,0.0032095220172086987,0.9027023932148293,0.916137606785171
superconductivity,radial,1.0,Estimated-WCP-Primary,0.8944599999999999,0.019462795817986482,0.012899999999999964,0.009219999999999985,1.3174802262326344,2.0061611873133542,0.0,0.12278361309721333,2.8717414915582666,0.01299169633483579,0.7857844383819379,0.10573952410936487,0.4122791643239033,0.31326279092353226,0.8971475345738489,0.7653000000000001,0.60714,20,0.00435201344812164,0.8853511311679729,0.9035688688320269
superconductivity,radial,1.0,Estimated-WCP-Sensitivity,0.89612,0.013228422350935812,0.01003999999999996,0.006959999999999985,1.3214841444427692,2.0024448721376547,0.0,0.2206871146584668,1.910310474620519,0.006333446393357445,0.7828033433678269,0.10573952410936487,0.4457037227196275,0.35623543750811276,0.8736758230855598,0.7653000000000001,0.60714,20,0.0029579651611770052,0.8899289077655548,0.9023110922344453
superconductivity,radial,1.0,Oracle-WCP-Ridge,0.89686,0.010300965718651921,0.008899999999999965,0.006019999999999985,1.324125315938254,2.0018574916842757,0.0,0.20192665134582105,1.9881812677923558,0.0020990844650868048,,0.10573952410936487,0.0,0.0,1.0,0.7653000000000001,0.60714,20,0.002303365958080067,0.8920389996436332,0.9016810003563668
superconductivity,radial,1.0,SCP-Ridge,0.94296,0.006246042957871724,0.04295999999999993,0.0,1.69226195994571,2.0808534892616506,0.0,1.0,0.0,0.0001881467544684,,0.10573952410936487,,,,0.7653000000000001,0.60714,20,0.001396657664418503,0.9400367619125983,0.9458832380874017
superconductivity,radial,2.0,CQR-GBR,0.9179,0.02778712310632957,0.028259999999999945,0.005179999999999995,0.6269789522562867,0.894154795955496,0.0,1.0,0.0,0.0001881467544684,,0.24771775763526316,,,,0.41500000000000004,0.24308000000000002,20,0.0062133896164908034,0.904895226073274,0.9309047739267261
superconductivity,radial,2.0,Estimated-WCP-Primary,0.8913,0.06117913300946225,0.04345999999999998,0.02608,1.1439012736158598,1.8900900111291157,0.000619999999999995,0.01069065127334517,10.692600193337132,0.07051902408101143,0.9569279397930386,0.24771775763526316,1.1199808363823975,0.8800766378298512,0.8770866089993637,0.41500000000000004,0.24308000000000002,20,0.013680070021365886,0.8626672843792912,0.9199327156207088
superconductivity,radial,2.0,Estimated-WCP-Sensitivity,0.8836600000000001,0.04667996752806343,0.03177999999999996,0.02405999999999999,1.053768202620161,1.836115453518286,0.0,0.021902465377059723,6.868406533487272,0.03898951463985245,0.9555025682031986,0.24771775763526316,1.0915412799952005,0.8880830629325344,0.8287436411471285,0.41500000000000004,0.24308000000000002,20,0.010437958058023264,0.8618131027056524,0.9055068972943479
superconductivity,radial,2.0,Oracle-WCP-Ridge,0.90046,0.024465408447976407,0.019459999999999956,0.009499999999999984,1.105376129161562,1.8114165749876263,0.0,0.05074142241539803,4.328365289039969,0.004732093564967725,,0.24771775763526316,0.0,0.0,1.0,0.41500000000000004,0.24308000000000002,20,0.005470631638697287,0.8890098363873995,0.9119101636126006
superconductivity,radial,2.0,SCP-Ridge,0.9614,0.008168231142664859,0.061399999999999934,0.0,1.69226195994571,2.0364095521574987,0.0,1.0,0.0,0.0001881467544684,,0.24771775763526316,,,,0.41500000000000004,0.24308000000000002,20,0.0018264720090929406,0.957577150150265,0.965222849849735
