quantity,q025,median,q975
rho_log_weight_rmse,0.06760316066725197,0.6831908831908833,0.9030567685589519
rho_estimated_ess,-0.6259541984732824,-0.3735537190082645,0.015220700152207
absolute_rho_difference,-0.4852531997774067,0.29565217391304344,0.7426997245179064
