dataset,shift_mode,severity,method,coverage_mean,coverage_sd,coverage_gap_mean,coverage_deficit_mean,width_mean,interval_score_mean,infinite_fraction_mean,ess_ratio_mean,weight_cv_mean,max_normalized_weight_mean,shift_auc_mean,mmd2_mean,log_weight_rmse_mean,log_weight_mae_mean,log_weight_corr_mean,target_unlabeled_unique_fraction_mean,target_test_unique_fraction_mean,n_reps,coverage_se,coverage_ci95_low,coverage_ci95_high
appliances,directional,1.0,CQR-GBR,0.90722,0.01275087613088854,0.012379999999999945,0.00257999999999999,2.310522001748233,3.87917270320566,0.0,1.0,0.0,0.00020271639975669997,,0.12830757662221565,,,,0.82905,0.67256,20,0.002851182580134628,0.9012524062762683,0.9131875937237317
appliances,directional,1.0,Estimated-WCP-Primary,0.89856,0.00912915514624495,0.00775999999999997,0.00459999999999999,2.1582786401899954,4.748318231704075,0.0,0.3300442774989854,1.4324770457907507,0.002513926215191815,0.7793374660450031,0.12830757662221565,0.22171073153310622,0.17332820394708875,0.9781004993556653,0.82905,0.67256,20,0.002041341148414574,0.8942874238731149,0.9028325761268852
appliances,directional,1.0,Estimated-WCP-Sensitivity,0.8976599999999999,0.009510348933772382,0.00797999999999996,0.005159999999999985,2.14694049275493,4.749205593306359,0.0,0.3573610866750144,1.3470197525628484,0.002131967323632345,0.7815586458544497,0.12830757662221565,0.1572116151752863,0.12423698536082987,0.991088242398164,0.82905,0.67256,20,0.002126578670565769,0.8932090196889141,0.9021109803110857
appliances,directional,1.0,Oracle-WCP-Ridge,0.89848,0.009877225265598017,0.0077599999999999544,0.004639999999999985,2.1599147678576682,4.748920712248255,0.0,0.33272953744506917,1.416722658702389,0.002142399421330405,,0.12830757662221565,0.0,0.0,1.0,0.82905,0.67256,20,0.0022086147122955583,0.8938573162802452,0.9031026837197547
appliances,directional,1.0,SCP-Ridge,0.8884000000000001,0.010685947486498834,0.012799999999999975,0.012199999999999985,2.0177457925956213,4.756612586672344,0.0,1.0,0.0,0.00020271639975669997,,0.12830757662221565,,,,0.82905,0.67256,20,0.0023894504983804406,0.8833988226300719,0.8934011773699283
appliances,directional,1.5,CQR-GBR,0.90926,0.017816030628858427,0.017339999999999946,0.00404,2.392621397087609,3.988188105941466,0.0,1.0,0.0,0.00020271639975669997,,0.25631182623051113,,,,0.6992499999999999,0.5106200000000001,20,0.003983785557534577,0.9009218410004757,0.9175981589995242
appliances,directional,1.5,Estimated-WCP-Primary,0.8996600000000001,0.015341872526897716,0.011779999999999954,0.006059999999999991,2.307649023634889,4.937215770080764,0.0,0.15175476561178436,2.3754431437356396,0.0049991928867448845,0.8780335374011757,0.25631182623051113,0.2556622664121828,0.2022380360720244,0.9889852365714848,0.6992499999999999,0.5106200000000001,20,0.003430546987227976,0.8924797826359541,0.9068402173640462
appliances,directional,1.5,Estimated-WCP-Sensitivity,0.8977999999999999,0.01578513624634863,0.01235999999999994,0.00727999999999997,2.273588489942914,4.938978069546853,0.0,0.16998980515353937,2.2183200557395812,0.004084240812314365,0.8789896493006284,0.25631182623051113,0.21220558812538265,0.17525388361590047,0.9957581676354745,0.6992499999999999,0.5106200000000001,20,0.0035296637680931405,0.8904123288294075,0.9051876711705924
appliances,directional,1.5,Oracle-WCP-Ridge,0.89976,0.016438926844215666,0.01331999999999996,0.006779999999999985,2.310234952831364,4.938698651751378,0.0,0.15175461089793593,2.365779969645179,0.004472738671550715,,0.25631182623051113,0.0,0.0,1.0,0.6992499999999999,0.5106200000000001,20,0.003675855790081232,0.892066345410824,0.907453654589176
appliances,directional,1.5,SCP-Ridge,0.8783200000000001,0.016768190436845475,0.02227999999999996,0.02197999999999996,2.0177457925956213,4.96286851207396,0.0,1.0,0.0,0.00020271639975669997,,0.25631182623051113,,,,0.6992499999999999,0.5106200000000001,20,0.0037494813676448376,0.8704722453059637,0.8861677546940365
appliances,directional,2.0,CQR-GBR,0.91278,0.024986556385384513,0.02401999999999992,0.0056199999999999905,2.4657381643654435,4.0306862425328465,0.0,1.0,0.0,0.00020271639975669997,,0.3834149039837126,,,,0.57185,0.38526,20,0.00558716386013512,0.9010859316448164,0.9244740683551836
appliances,directional,2.0,Estimated-WCP-Primary,0.9004,0.02514530405044794,0.021399999999999954,0.01049999999999999,2.455255511132448,5.069002139426482,0.0,0.0851281487283011,3.2867083048730423,0.00855388345670889,0.930949961483884,0.3834149039837126,0.30769141191678795,0.24387583864563225,0.9904962822749372,0.57185,0.38526,20,0.00562266091717024,0.8886316354505812,0.9121683645494187
appliances,directional,2.0,Estimated-WCP-Sensitivity,0.8954599999999999,0.022903100226825193,0.020059999999999956,0.012299999999999981,2.406998207611982,5.071568357060924,0.0,0.10056808776412343,2.995880623814782,0.006353649698278825,0.9316687735657816,0.3834149039837126,0.42298591744828506,0.3660695428196071,0.9966448316200045,0.57185,0.38526,20,0.005121288900267198,0.8847410191421664,0.9061789808578334
appliances,directional,2.0,Oracle-WCP-Ridge,0.9016,0.024687350266034958,0.02159999999999996,0.009999999999999995,2.4957091429650733,5.066088698643368,0.0,0.08427034356194335,3.298714404693352,0.007535107020022085,,0.3834149039837126,0.0,0.0,1.0,0.57185,0.38526,20,0.005520259337920168,0.890045964419161,0.913154035580839
appliances,directional,2.0,SCP-Ridge,0.8641400000000001,0.021278415057715692,0.03585999999999999,0.03585999999999999,2.0177457925956213,5.126798900915743,0.0,1.0,0.0,0.00020271639975669997,,0.3834149039837126,,,,0.57185,0.38526,20,0.00475799825225074,0.8541813952072066,0.8740986047927937
ccpp,directional,0.0,CQR-GBR,0.9014200000000001,0.010874576821772463,0.008899999999999946,0.003739999999999975,0.7921989838541397,1.012168927337139,0.0,1.0,0.0,0.00041806020066879993,,0.00301525058302669,,,,0.86575,0.7041000000000001,20,0.002431629300002684,0.8963305413836905,0.9065094586163097
ccpp,directional,0.0,Estimated-WCP-Primary,0.8987400000000001,0.01061579756281822,0.009139999999999964,0.005199999999999985,0.8257253286308528,1.0857720555076464,0.0,0.9927105873972468,0.08233716195484457,0.000549398043765115,0.50373002090301,0.00301525058302669,0.08234355418790994,0.06680669568217701,,0.86575,0.7041000000000001,20,0.0023737644985838136,0.8937716538049637,0.9037083461950365
ccpp,directional,0.0,Estimated-WCP-Sensitivity,0.8984400000000001,0.010697682975889253,0.009199999999999955,0.00537999999999998,0.825291909292037,1.085782362857541,0.0,0.995745583598351,0.06199911437019088,0.000504675765183965,0.5030702884615385,0.00301525058302669,0.06200927069788229,0.05094866248426919,,0.86575,0.7041000000000001,20,0.002392074633583061,0.8934333302519708,0.9034466697480295
ccpp,directional,0.0,Oracle-WCP-Ridge,0.8977,0.010547037498748149,0.008819999999999956,0.00555999999999998,0.8241095834315264,1.0857768430906645,0.0,1.0,0.0,0.00041806020066879993,,0.00301525058302669,0.0,0.0,1.0,0.86575,0.7041000000000001,20,0.0023583892808440214,0.8927638345055348,0.9026361654944653
ccpp,directional,0.0,SCP-Ridge,0.8977,0.010547037498748149,0.008819999999999956,0.00555999999999998,0.8241095834315264,1.0857768430906645,0.0,1.0,0.0,0.00041806020066879993,,0.00301525058302669,,,,0.86575,0.7041000000000001,20,0.0023583892808440214,0.8927638345055348,0.9026361654944653
ccpp,directional,0.5,CQR-GBR,0.9019,0.007856475706467608,0.0062599999999999505,0.002179999999999995,0.7873787135748959,0.9790832971610612,0.0,1.0,0.0,0.00041806020066879993,,0.04098636576086979,,,,0.8384499999999999,0.66518,20,0.0017567613743237256,0.8982230561856851,0.905576943814315
ccpp,directional,0.5,Estimated-WCP-Primary,0.90174,0.011984042020866545,0.010219999999999946,0.00424,0.8415131841857709,1.0846872794822622,0.0,0.8077761483754134,0.48747588877488257,0.00122283560854128,0.6349335493311037,0.04098636576086979,0.08559175510769323,0.06841421307646592,0.9853233841260121,0.8384499999999999,0.66518,20,0.0026797132603871548,0.8961312956870927,0.9073487043129073
ccpp,directional,0.5,Estimated-WCP-Sensitivity,0.901,0.011825752451858235,0.01011999999999995,0.004559999999999989,0.8398241833392293,1.084678234016811,0.0,0.8323395706260948,0.4483874629729299,0.0011162841128424048,0.6356659908026756,0.04098636576086979,0.08076014829803382,0.06615508311599008,0.9916507011488628,0.8384499999999999,0.66518,20,0.0026443186367439823,0.8954653774857747,0.9065346225142253
ccpp,directional,0.5,Oracle-WCP-Ridge,0.9022600000000001,0.01125346262501597,0.009419999999999951,0.0035799999999999903,0.8431905613186386,1.0846163156708195,0.0,0.8023046107639107,0.4963835912100015,0.0012129584120993248,,0.04098636576086979,0.0,0.0,1.0,0.8384499999999999,0.66518,20,0.0025163507411788935,0.8969932173693844,0.9075267826306157
ccpp,directional,0.5,SCP-Ridge,0.8924,0.010179029009632846,0.010119999999999959,0.008859999999999976,0.8241095834315264,1.084855298747282,0.0,1.0,0.0,0.00041806020066879993,,0.04098636576086979,,,,0.8384499999999999,0.66518,20,0.0022761000810481405,0.8876360677801255,0.8971639322198744
ccpp,directional,1.0,CQR-GBR,0.90284,0.008958289310377326,0.007279999999999955,0.00221999999999999,0.7887731244072456,0.9610087057721994,0.0,1.0,0.0,0.00041806020066879993,,0.1279313515960401,,,,0.7724,0.57552,20,0.002003134386011341,0.8986473915458658,0.9070326084541341
ccpp,directional,1.0,Estimated-WCP-Primary,0.89696,0.014516139837762433,0.012759999999999948,0.00789999999999998,0.875795230468132,1.1178789086949947,0.0,0.518164490950302,0.9655312620506213,0.002817090783628495,0.7460026672240803,0.1279313515960401,0.10897171159913754,0.08715522290020249,0.9952439675766364,0.7724,0.57552,20,0.0032459075448129566,0.8901662374303211,0.9037537625696789
ccpp,directional,1.0,Estimated-WCP-Sensitivity,0.8947799999999999,0.014351658624115804,0.01305999999999996,0.009139999999999985,0.8679331960414463,1.1178074563840557,0.0,0.5690827170652508,0.8708807887383376,0.0023905802554847052,0.7464104515050167,0.1279313515960401,0.16184741081063964,0.13249432976004932,0.9975304034069327,0.7724,0.57552,20,0.0032091284273394038,0.888063217007893,0.9014967829921068
ccpp,directional,1.0,Oracle-WCP-Ridge,0.8983000000000001,0.014549443830932972,0.012339999999999945,0.00701999999999998,0.8765686360032898,1.1178393534739262,0.0,0.5120582673885566,0.9763611802404648,0.0028243878458908598,,0.1279313515960401,0.0,0.0,1.0,0.7724,0.57552,20,0.003253354544078108,0.8914906506817261,0.9051093493182741
ccpp,directional,1.0,SCP-Ridge,0.87486,0.011269913370049562,0.025139999999999958,0.025139999999999958,0.8241095834315264,1.123823811195011,0.0,1.0,0.0,0.00041806020066879993,,0.1279313515960401,,,,0.7724,0.57552,20,0.002520029239596456,0.8695855181837123,0.8801344818162876
ccpp,directional,1.5,CQR-GBR,0.9011799999999999,0.009883084964779668,0.008339999999999969,0.003579999999999995,0.7927478609078908,0.9491398539144871,0.0,1.0,0.0,0.00041806020066879993,,0.22197858737464243,,,,0.69115,0.48326,20,0.002209924980865345,0.8965545738566109,0.9058054261433889
ccpp,directional,1.5,Estimated-WCP-Primary,0.89936,0.01425033332943478,0.01171999999999996,0.006179999999999985,0.9186916109950645,1.149374972186535,0.0,0.33598261324600404,1.4091527338875183,0.00525219560378232,0.8211713879598662,0.22197858737464243,0.1278550300843566,0.10299486943809255,0.9984524577196165,0.69115,0.48326,20,0.0031864714026647073,0.8926906387055387,0.9060293612944614
ccpp,directional,1.5,Estimated-WCP-Sensitivity,0.8903800000000001,0.014304051689533371,0.014619999999999961,0.012119999999999981,0.8985009343367499,1.1493552375018483,0.0,0.4036982679992617,1.216842830869934,0.004042039196491645,0.8213020317725752,0.22197858737464243,0.3669846558946623,0.3003952561517185,0.9991170534434024,0.69115,0.48326,20,0.003198483193146733,0.8836854977391233,0.8970745022608768
ccpp,directional,1.5,Oracle-WCP-Ridge,0.90198,0.015603764727917743,0.012619999999999945,0.00531999999999998,0.9248659070663885,1.149613231569589,0.0,0.3207001395032141,1.4561450924700314,0.005571777164251935,,0.22197858737464243,0.0,0.0,1.0,0.69115,0.48326,20,0.0034891078636537583,0.8946772133129475,0.9092827866870525
ccpp,directional,1.5,SCP-Ridge,0.8560000000000001,0.012099238775533315,0.043999999999999956,0.043999999999999956,0.8241095834315264,1.1690844704762928,0.0,1.0,0.0,0.00041806020066879993,,0.22197858737464243,,,,0.69115,0.48326,20,0.002705472037809381,0.850337381946336,0.8616626180536642
ccpp,directional,2.0,CQR-GBR,0.8981,0.014119415523910384,0.01093999999999996,0.00641999999999999,0.7932741284304622,0.9486832104030256,0.0,1.0,0.0,0.00041806020066879993,,0.30311427422736914,,,,0.6125,0.40763999999999995,20,0.003157197291402942,0.8914919101245808,0.9047080898754192
ccpp,directional,2.0,Estimated-WCP-Primary,0.8971399999999999,0.019581419764664664,0.01521999999999995,0.009039999999999996,0.9725784628573735,1.1980208667261525,0.0,0.22251170902256195,1.878986797305999,0.00899923987951307,0.8687103051839464,0.30311427422736914,0.19640716575630549,0.16015480152458333,0.9984088071622104,0.6125,0.40763999999999995,20,0.004378538568974812,0.8879756134519812,0.9063043865480187
ccpp,directional,2.0,Estimated-WCP-Sensitivity,0.88316,0.019067481273237506,0.02003999999999995,0.018439999999999963,0.9325742829643339,1.2009573281667112,0.0,0.3054758472244941,1.5111353778350376,0.0059803226500348,0.8688604974916387,0.30311427422736914,0.7303217440747514,0.6028964514962275,0.999140349845517,0.6125,0.40763999999999995,20,0.00426361842866633,0.8742361440699827,0.8920838559300172
ccpp,directional,2.0,Oracle-WCP-Ridge,0.90012,0.02028516699462936,0.01519999999999995,0.0075399999999999955,0.9816144220522978,1.19822193445195,0.0,0.2047371446100108,1.9728054282356324,0.009780362384770815,,0.30311427422736914,0.0,0.0,1.0,0.6125,0.40763999999999995,20,0.004535901233492635,0.8906262496098796,0.9096137503901205
ccpp,directional,2.0,SCP-Ridge,0.8318,0.017833144776835595,0.06819999999999997,0.06819999999999997,0.8241095834315264,1.2451673400597234,0.0,1.0,0.0,0.00041806020066879993,,0.30311427422736914,,,,0.6125,0.40763999999999995,20,0.00398761239735997,0.8234538313326688,0.8401461686673312
gas_turbine_nox,directional,0.0,CQR-GBR,0.8980600000000001,0.008172122059010644,0.00661999999999995,0.004279999999999985,1.772504278875934,2.3185478005241107,0.0,1.0,0.0,0.00010889687465960002,,0.00311454505733781,,,,0.9628,0.90772,20,0.0018273420444373347,0.8942353291453611,0.9018846708546391
gas_turbine_nox,directional,0.0,Estimated-WCP-Primary,0.89778,0.007606617617505655,0.006659999999999955,0.004439999999999985,2.111742539090566,3.1901068022604355,0.0,0.9872417649605228,0.11072677195990925,0.00017039791740835,0.5033923216813677,0.00311454505733781,0.10962372765211684,0.08601383407139179,,0.9628,0.90772,20,0.0017008914071590137,0.8942199933708798,0.9013400066291203
gas_turbine_nox,directional,0.0,Estimated-WCP-Sensitivity,0.898,0.006840129269323233,0.00579999999999994,0.00389999999999998,2.111200040948124,3.1898924163187026,0.0,0.9927488792362338,0.08261711032694083,0.00014723645355078002,0.5034993150386584,0.00311454505733781,0.08227093211002622,0.06527415122660178,,0.9628,0.90772,20,0.0015294994021092716,0.8947987209601822,0.9012012790398178
gas_turbine_nox,directional,0.0,Oracle-WCP-Ridge,0.8979799999999999,0.006376899097936482,0.00533999999999997,0.00367999999999999,2.111629845254756,3.189528249101719,0.0,1.0,0.0,0.00010889687465960002,,0.00311454505733781,0.0,0.0,1.0,0.9628,0.90772,20,0.0014259179868643063,0.8949955193538794,0.9009644806461203
gas_turbine_nox,directional,0.0,SCP-Ridge,0.8979799999999999,0.006376899097936482,0.00533999999999997,0.00367999999999999,2.111629845254756,3.189528249101719,0.0,1.0,0.0,0.00010889687465960002,,0.00311454505733781,,,,0.9628,0.90772,20,0.0014259179868643063,0.8949955193538794,0.9009644806461203
gas_turbine_nox,directional,0.5,CQR-GBR,0.90072,0.008837813494774638,0.006959999999999961,0.00311999999999998,1.7502309954669673,2.2955132660893023,0.0,1.0,0.0,0.00010889687465960002,,0.0401835020092217,,,,0.95235,0.8879400000000001,20,0.001976195174678107,0.896583775963193,0.9048562240368069
gas_turbine_nox,directional,0.5,Estimated-WCP-Primary,0.9025000000000001,0.009535639519855577,0.00809999999999993,0.0027999999999999753,2.118944251451162,3.0845020426376424,0.0,0.7565894202743659,0.5671452550877261,0.00046097620855377504,0.6406910007622781,0.0401835020092217,0.1109243797289935,0.08808926667550668,0.9775671208061791,0.95235,0.8879400000000001,20,0.0021322338175330524,0.8980371833302806,0.9069628166697196
gas_turbine_nox,directional,0.5,Estimated-WCP-Sensitivity,0.90194,0.009005518775787006,0.007539999999999936,0.00279999999999999,2.1132258253985494,3.084221349647268,0.0,0.7777296570890002,0.534391413242251,0.000421800807691755,0.6416240400740498,0.0401835020092217,0.08364873385747787,0.06661770937929998,0.9870102002705308,0.95235,0.8879400000000001,20,0.0020136952155310433,0.8977252874756466,0.9061547125243533
gas_turbine_nox,directional,0.5,Oracle-WCP-Ridge,0.90116,0.007930115815176044,0.00643999999999993,0.00263999999999998,2.1067185545590887,3.0834804505171274,0.0,0.7744609442552772,0.539646514031637,0.00041234252338627,,0.0401835020092217,0.0,0.0,1.0,0.95235,0.8879400000000001,20,0.0017732278032179794,0.8974485915539191,0.9048714084460808
gas_turbine_nox,directional,0.5,SCP-Ridge,0.9018599999999999,0.00810486533541817,0.0064599999999999545,0.0022999999999999904,2.111629845254756,3.0837145136944715,0.0,1.0,0.0,0.00010889687465960002,,0.0401835020092217,,,,0.95235,0.8879400000000001,20,0.001812302983847666,0.8980668062609307,0.905653193739069
gas_turbine_nox,directional,1.0,CQR-GBR,0.9019,0.008841885962192736,0.00741999999999995,0.00275999999999998,1.7670140886435999,2.315177708218595,0.0,1.0,0.0,0.00010889687465960002,,0.13981684328180322,,,,0.92065,0.81776,20,0.001977105806076409,0.8977618699897718,0.9060381300102283
gas_turbine_nox,directional,1.0,Estimated-WCP-Primary,0.89962,0.008451944653217565,0.0066599999999999646,0.0035199999999999897,2.251158884183728,3.20153176489242,0.0,0.43311876372255737,1.146650623176646,0.001188249360858195,0.7677249558967658,0.13981684328180322,0.12726855694286227,0.0997660193716666,0.993216530144832,0.92065,0.81776,20,0.001889912278666036,0.8956643681400304,0.9035756318599696
gas_turbine_nox,directional,1.0,Estimated-WCP-Sensitivity,0.89764,0.008860937339035611,0.00707999999999996,0.00471999999999999,2.234000316015728,3.202026937622641,0.0,0.4649153920784522,1.0743083348259046,0.0010624084349753799,0.7682280812370685,0.13981684328180322,0.12161895296822937,0.099440010507303,0.9964709941922916,0.92065,0.81776,20,0.0019813658234449725,0.8934929536709472,0.9017870463290528
gas_turbine_nox,directional,1.0,Oracle-WCP-Ridge,0.9000999999999999,0.007777836257090116,0.00681999999999997,0.003359999999999995,2.2580519181925895,3.2016118172367443,0.0,0.4306224826429146,1.1499416162156684,0.00121085003160465,,0.13981684328180322,0.0,0.0,1.0,0.92065,0.81776,20,0.001739177058871603,0.8964598605809065,0.9037401394190933
gas_turbine_nox,directional,1.0,SCP-Ridge,0.8817,0.009404030490895072,0.018539999999999966,0.01841999999999997,2.111629845254756,3.2156424739051297,0.0,1.0,0.0,0.00010889687465960002,,0.13981684328180322,,,,0.92065,0.81776,20,0.00210280514401221,0.877298778251849,0.8861012217481511
gas_turbine_nox,directional,1.5,CQR-GBR,0.90398,0.007807661554356004,0.007459999999999941,0.0017399999999999998,1.8013840490186475,2.332582041135097,0.0,1.0,0.0,0.00010889687465960002,,0.2636636524763335,,,,0.8648,0.7199,20,0.0017458461980851695,0.9003259019121105,0.9076340980878895
gas_turbine_nox,directional,1.5,Estimated-WCP-Primary,0.9016,0.01014173243790753,0.008359999999999949,0.003379999999999995,2.4780222194817467,3.3404762140415527,0.0,0.23401300720111418,1.8177575128665098,0.002897972896595025,0.8505512980507459,0.2636636524763335,0.1545863789896921,0.12219216702872013,0.996230201930438,0.8648,0.7199,20,0.00226776031407759,0.896853523113003,0.9063464768869969
gas_turbine_nox,directional,1.5,Estimated-WCP-Sensitivity,0.89686,0.010159382492631057,0.008539999999999954,0.005839999999999985,2.439624654738277,3.3407071579187715,0.0,0.26776510789020463,1.658002408923171,0.002385993605478325,0.8509119557878689,0.2636636524763335,0.24214709279789687,0.20328095545142988,0.9982276295472479,0.8648,0.7199,20,0.00227170698629443,0.8921052626331183,0.9016147373668817
gas_turbine_nox,directional,1.5,Oracle-WCP-Ridge,0.8987999999999999,0.010684371271800922,0.009159999999999944,0.00517999999999999,2.4576666168663985,3.3402290268476507,0.0,0.23657050416816877,1.7967446611633846,0.0028687584833879598,,0.2636636524763335,0.0,0.0,1.0,0.8648,0.7199,20,0.002389098046059274,0.893799560321258,0.9038004396787419
gas_turbine_nox,directional,1.5,SCP-Ridge,0.85108,0.009472930964206984,0.048919999999999964,0.048919999999999964,2.111629845254756,3.420411445117265,0.0,1.0,0.0,0.00010889687465960002,,0.2636636524763335,,,,0.8648,0.7199,20,0.0021182117582129443,0.8466465318377298,0.8555134681622701
gas_turbine_nox,directional,2.0,CQR-GBR,0.9080199999999999,0.007490597615115823,0.00929999999999994,0.00064,1.8127822966430263,2.3331946342784993,0.0,1.0,0.0,0.00010889687465960002,,0.37022039576557275,,,,0.7943,0.62896,20,0.0016749485459496786,0.9045142924034311,0.9115257075965688
gas_turbine_nox,directional,2.0,Estimated-WCP-Primary,0.8995200000000001,0.014863080363596792,0.010559999999999934,0.005519999999999995,2.614720964166479,3.439965119601939,0.0,0.13734066371650283,2.515707195572145,0.0057608936399252495,0.9021541740172058,0.37022039576557275,0.2218511020249323,0.17078212087739514,0.9971088047821178,0.7943,0.62896,20,0.0033234858048044715,0.8925638642660598,0.9064761357339404
gas_turbine_nox,directional,2.0,Estimated-WCP-Sensitivity,0.8958400000000001,0.013705104696310845,0.01051999999999995,0.007339999999999974,2.584857156335882,3.439113449276905,0.0,0.17239379407471525,2.194277104689032,0.004261227140242305,0.9023733747141456,0.37022039576557275,0.5480485402705657,0.46026273977221577,0.9983198621210831,0.7943,0.62896,20,0.003064554573970266,0.8894258135606333,0.9022541864393668
gas_turbine_nox,directional,2.0,Oracle-WCP-Ridge,0.90114,0.011356259576944652,0.00909999999999994,0.00397999999999999,2.6230166412801554,3.4378175935802324,0.0,0.13719560243082823,2.5099750213330605,0.00582641412746325,,0.37022039576557275,0.0,0.0,1.0,0.7943,0.62896,20,0.0025393368384181245,0.8958251069149458,0.9064548930850543
gas_turbine_nox,directional,2.0,SCP-Ridge,0.82122,0.014615046320397644,0.07877999999999999,0.07877999999999999,2.111629845254756,3.6171816074314713,0.0,1.0,0.0,0.00010889687465960002,,0.37022039576557275,,,,0.7943,0.62896,20,0.00326802370667173,0.8143799477715594,0.8280600522284405
online_news,directional,0.0,CQR-GBR,0.9012800000000001,0.005973414786412065,0.00551999999999994,0.00211999999999999,0.8006448026443296,2.0542948921184565,0.0,1.0,0.0,0.00010089799212989998,,0.0035112574420346,,,,0.96545,0.9152799999999999,20,0.0013356961520219763,0.8984843558244374,0.9040756441755627
online_news,directional,0.0,Estimated-WCP-Primary,0.90256,0.01599810515095625,0.011639999999999939,0.00453999999999999,0.8924785525439678,2.4750508381758793,0.0,0.7423475155580012,3.624678301929534,0.03398998622482754,0.5026847966905459,0.0035112574420346,0.3699438266716975,0.28072741990628114,,0.96545,0.9152799999999999,20,0.0035772850628727707,0.8950726563139317,0.9100473436860683
online_news,directional,0.0,Estimated-WCP-Sensitivity,0.90832,0.025934849547522582,0.01459999999999995,0.00313999999999999,4.628077001114843,6.101622623825707,0.0,0.7980688887097533,5.956391658754071,0.05772478300285207,0.5023793865402079,0.0035112574420346,0.6554214491247006,0.590050831839301,,0.96545,0.9152799999999999,20,0.0057992086574490155,0.8961821167834263,0.9204578832165737
online_news,directional,0.0,Oracle-WCP-Ridge,0.90048,0.008513617574834237,0.00663999999999995,0.003079999999999995,0.8713775810765927,2.467955195041622,0.0,1.0,0.0,0.00010089799212989998,,0.0035112574420346,0.0,0.0,1.0,0.96545,0.9152799999999999,20,0.0019037027631766256,0.8964955043242278,0.9044644956757721
